Item_Fat_Content,Item_MRP,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
1,113.2518,Dairy,0.165013572,8.05,2002,OUT045,Tier 2,,Supermarket Type1
0,48.635,Dairy,0.017226149,7.935,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,41.2822,Frozen Foods,0.10704173800000001,17.25,1997,OUT046,Tier 1,Small,Supermarket Type1
1,124.773,Soft Drinks,0.03249201,8.26,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,214.7218,Frozen Foods,0.104509448,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,236.2248,Meat,0.077636468,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,167.7842,Canned,0.044598726,6.52,2004,OUT035,Tier 2,Small,Supermarket Type1
0,57.0614,Hard Drinks,0.169493477,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,187.7556,Breads,0.051427223,,1985,OUT019,Tier 1,Small,Grocery Store
0,179.6976,Fruits and Vegetables,0.021492339,13.5,2004,OUT035,Tier 2,Small,Supermarket Type1
1,81.9618,Frozen Foods,0.0,9.1,2002,OUT045,Tier 2,,Supermarket Type1
1,183.495,Fruits and Vegetables,0.02304845,19.2,2007,OUT017,Tier 2,,Supermarket Type1
0,97.0094,Fruits and Vegetables,0.07772920900000001,21.35,2004,OUT035,Tier 2,Small,Supermarket Type1
1,114.2518,Dairy,0.165611092,8.05,2007,OUT017,Tier 2,,Supermarket Type1
0,230.2668,Breads,0.027858864,,1985,OUT019,Tier 1,Small,Grocery Store
0,195.0768,Fruits and Vegetables,0.033408076,12.85,2007,OUT017,Tier 2,,Supermarket Type1
1,114.8492,Canned,0.028779079,9.895,2002,OUT045,Tier 2,,Supermarket Type1
1,210.2244,Dairy,0.030557961,20.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,129.83100000000002,Frozen Foods,0.058154195,8.985,2007,OUT017,Tier 2,,Supermarket Type1
0,226.9062,Frozen Foods,0.079666936,18.25,2007,OUT017,Tier 2,,Supermarket Type1
0,157.1604,Baking Goods,0.09530602699999999,15.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,170.87900000000002,Snack Foods,0.15045504099999998,,1985,OUT019,Tier 1,Small,Grocery Store
0,87.883,Snack Foods,0.074731622,15.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,79.1986,Canned,0.268966279,,1985,OUT019,Tier 1,Small,Grocery Store
0,258.8278,Health and Hygiene,0.104392185,12.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,245.3802,Frozen Foods,0.039104567,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,161.1578,Snack Foods,0.11796341800000001,9.195,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,195.41099999999997,Fruits and Vegetables,0.0,18.2,1998,OUT010,Tier 3,,Grocery Store
1,251.1724,Snack Foods,0.13830537199999998,18.85,1997,OUT046,Tier 1,Small,Supermarket Type1
1,261.691,Dairy,0.0,14.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,60.7194,Snack Foods,0.020994235,19.85,2007,OUT017,Tier 2,,Supermarket Type1
0,107.1912,Household,0.028297924,6.13,1987,OUT013,Tier 3,High,Supermarket Type1
0,163.4894,Canned,0.049660305999999994,,1985,OUT019,Tier 1,Small,Grocery Store
0,146.9444,Soft Drinks,0.029637145,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,163.9526,Starchy Foods,0.06049406,18.25,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,99.5016,Baking Goods,0.056146632,17.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,130.1652,Soft Drinks,0.013925483999999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,148.3392,Household,0.043574485,,1985,OUT019,Tier 1,Small,Grocery Store
0,167.6842,Canned,0.044676513,6.52,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,198.6426,Frozen Foods,0.073025792,13.65,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,157.892,Household,0.072816495,13.5,2002,OUT045,Tier 2,,Supermarket Type1
1,58.9246,Fruits and Vegetables,0.115772125,16.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,232.3642,Dairy,0.057027285,10.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,193.8452,Snack Foods,0.0,20.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,187.0872,Snack Foods,0.025780862,7.42,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,232.7984,Frozen Foods,0.090837986,14.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,161.5552,Snack Foods,0.009991275,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,149.4366,Household,0.039325397000000005,20.7,2002,OUT045,Tier 2,,Supermarket Type1
0,106.4596,Seafood,0.02156897,7.97,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,188.35299999999998,Soft Drinks,0.0,5.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,84.2592,Soft Drinks,0.0,19.7,2002,OUT045,Tier 2,,Supermarket Type1
0,167.4816,Snack Foods,0.08588318699999999,9.0,1987,OUT013,Tier 3,High,Supermarket Type1
1,104.3306,Frozen Foods,0.087615564,6.765,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,110.3544,Frozen Foods,0.034497126,4.555,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,101.6674,Meat,0.025800674,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,86.3856,Snack Foods,0.06352516700000001,13.15,1998,OUT010,Tier 3,,Grocery Store
0,106.52799999999999,Snack Foods,0.16590754300000002,9.395,1998,OUT010,Tier 3,,Grocery Store
1,54.1298,Baking Goods,0.0,4.88,2002,OUT045,Tier 2,,Supermarket Type1
0,237.55900000000003,Snack Foods,0.112492619,10.0,1998,OUT010,Tier 3,,Grocery Store
0,141.7154,Frozen Foods,0.159906706,10.195,2004,OUT035,Tier 2,Small,Supermarket Type1
0,180.86599999999999,Household,0.0479876,11.3,2007,OUT017,Tier 2,,Supermarket Type1
1,143.5444,Baking Goods,0.062282301,,1985,OUT019,Tier 1,Small,Grocery Store
1,154.8656,Baking Goods,0.03770442,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,107.0938,Health and Hygiene,0.147355554,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,95.1436,Dairy,0.114762583,20.7,2007,OUT017,Tier 2,,Supermarket Type1
0,198.2768,Soft Drinks,0.09659331,15.35,2002,OUT045,Tier 2,,Supermarket Type1
0,241.5538,Dairy,0.025531592999999998,5.44,2002,OUT045,Tier 2,,Supermarket Type1
1,40.0454,Baking Goods,0.121586376,6.715,1997,OUT046,Tier 1,Small,Supermarket Type1
0,198.8084,Snack Foods,0.066875983,14.1,1997,OUT046,Tier 1,Small,Supermarket Type1
1,158.463,Frozen Foods,0.088344041,11.0,2007,OUT017,Tier 2,,Supermarket Type1
0,258.5646,Frozen Foods,0.065535324,5.695,1987,OUT013,Tier 3,High,Supermarket Type1
0,85.7566,Breads,0.054317483,17.1,2002,OUT045,Tier 2,,Supermarket Type1
0,160.5236,Snack Foods,0.077011493,18.6,2002,OUT045,Tier 2,,Supermarket Type1
0,127.20200000000001,Fruits and Vegetables,0.045448080999999994,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,181.7634,Starchy Foods,0.041374909,14.0,2002,OUT045,Tier 2,,Supermarket Type1
1,43.3112,Soft Drinks,0.109005584,9.395,1987,OUT013,Tier 3,High,Supermarket Type1
0,122.7414,Fruits and Vegetables,0.008814363,9.21,2007,OUT017,Tier 2,,Supermarket Type1
0,123.2046,Fruits and Vegetables,0.057348328,16.25,1987,OUT013,Tier 3,High,Supermarket Type1
0,117.3492,Household,0.076483451,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,156.563,Breakfast,0.039407615,20.2,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,122.4072,Frozen Foods,0.104171229,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,117.4808,Fruits and Vegetables,0.03854151,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,164.3868,Snack Foods,0.105306199,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,113.1202,Meat,0.07624018,17.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,129.931,Household,0.041461032,19.2,2007,OUT017,Tier 2,,Supermarket Type1
0,218.0508,Soft Drinks,0.020228528,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,125.6388,Fruits and Vegetables,0.04656971099999999,17.85,1987,OUT013,Tier 3,High,Supermarket Type1
1,90.9804,Frozen Foods,0.04146639,17.35,2004,OUT035,Tier 2,Small,Supermarket Type1
1,47.0376,Meat,0.171476879,18.6,1997,OUT046,Tier 1,Small,Supermarket Type1
1,162.821,Frozen Foods,0.043345405999999996,13.85,1998,OUT010,Tier 3,,Grocery Store
1,158.16299999999998,Breakfast,0.065692664,20.2,1998,OUT010,Tier 3,,Grocery Store
0,116.1492,Canned,0.031944868,7.655,1997,OUT046,Tier 1,Small,Supermarket Type1
1,220.4772,Dairy,0.10749329199999999,11.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,241.1196,Baking Goods,0.026170661,18.2,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,150.7366,Household,0.039213146000000004,20.7,1987,OUT013,Tier 3,High,Supermarket Type1
0,145.2418,Snack Foods,0.065296399,18.0,1998,OUT010,Tier 3,,Grocery Store
0,94.541,Household,0.017019624,16.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,53.0956,Baking Goods,0.113443531,14.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,32.8216,Health and Hygiene,0.04153551,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,109.4886,Dairy,0.03863415,,1985,OUT019,Tier 1,Small,Grocery Store
0,180.8976,Fruits and Vegetables,0.035980572,13.5,1998,OUT010,Tier 3,,Grocery Store
1,86.5514,Snack Foods,0.0,6.67,1998,OUT010,Tier 3,,Grocery Store
0,119.6124,Snack Foods,0.093485761,12.35,2002,OUT045,Tier 2,,Supermarket Type1
1,162.5236,Frozen Foods,0.137530409,8.895,1987,OUT013,Tier 3,High,Supermarket Type1
0,175.7738,Soft Drinks,0.098056243,17.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,142.9786,Fruits and Vegetables,0.09977514800000001,15.1,1987,OUT013,Tier 3,High,Supermarket Type1
0,39.7822,Household,0.032902177000000005,20.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,195.9136,Baking Goods,0.028579933,9.3,2002,OUT045,Tier 2,,Supermarket Type1
1,93.412,Canned,0.102883628,20.25,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,58.0562,Household,0.04480028900000001,7.105,2004,OUT035,Tier 2,Small,Supermarket Type1
1,140.3838,Snack Foods,0.13023619,5.095,2007,OUT017,Tier 2,,Supermarket Type1
1,110.5254,Snack Foods,0.0,11.5,1997,OUT046,Tier 1,Small,Supermarket Type1
0,87.8514,Household,0.041524728999999996,19.6,2007,OUT017,Tier 2,,Supermarket Type1
1,74.2354,Frozen Foods,0.033607569,8.155,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,84.1224,Canned,0.0375513,5.175,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,91.2804,Starchy Foods,0.108158918,12.3,1998,OUT010,Tier 3,,Grocery Store
0,143.2444,Hard Drinks,0.162844648,7.85,1987,OUT013,Tier 3,High,Supermarket Type1
0,248.24599999999998,Frozen Foods,0.229678918,,1985,OUT019,Tier 1,Small,Grocery Store
0,88.18299999999999,Frozen Foods,0.05266193,10.5,2002,OUT045,Tier 2,,Supermarket Type1
0,212.5218,Household,0.034447102,18.75,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,57.1614,Hard Drinks,0.17101205600000002,14.65,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,151.9024,Soft Drinks,0.061050535999999996,10.8,1987,OUT013,Tier 3,High,Supermarket Type1
0,184.7924,Soft Drinks,0.11278042199999999,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,183.4266,Frozen Foods,0.092209315,18.35,2004,OUT035,Tier 2,Small,Supermarket Type1
1,105.199,Meat,0.044342365999999994,5.19,2002,OUT045,Tier 2,,Supermarket Type1
0,148.6076,Snack Foods,0.107614855,10.195,2002,OUT045,Tier 2,,Supermarket Type1
1,131.33100000000002,Frozen Foods,0.019974613999999998,15.1,2002,OUT045,Tier 2,,Supermarket Type1
1,163.1526,Fruits and Vegetables,0.050163020999999995,11.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,65.1826,Meat,0.0,12.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,183.3634,Snack Foods,0.0,,1985,OUT019,Tier 1,Small,Grocery Store
0,73.7696,Household,0.070649186,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,258.1304,Snack Foods,0.02733844,9.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,120.244,Soft Drinks,0.0,7.535,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,173.5054,Household,0.082738167,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,172.8764,Baking Goods,0.031583781,12.6,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,241.9196,Health and Hygiene,0.097710924,17.75,1997,OUT046,Tier 1,Small,Supermarket Type1
0,45.906000000000006,Hard Drinks,0.0,15.0,1987,OUT013,Tier 3,High,Supermarket Type1
0,110.3228,Dairy,0.130662596,,1985,OUT019,Tier 1,Small,Grocery Store
0,178.437,Fruits and Vegetables,0.10620053900000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,172.8106,Household,0.027144322999999998,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,176.83700000000002,Baking Goods,0.017088476000000002,5.44,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,182.4318,Fruits and Vegetables,0.022731908999999998,12.85,2007,OUT017,Tier 2,,Supermarket Type1
0,236.4564,Soft Drinks,0.167691399,9.895,1987,OUT013,Tier 3,High,Supermarket Type1
0,231.2642,Fruits and Vegetables,0.10819264099999999,12.85,1997,OUT046,Tier 1,Small,Supermarket Type1
0,42.2454,Breads,0.011079996000000002,10.6,1987,OUT013,Tier 3,High,Supermarket Type1
1,102.9332,Baking Goods,0.128985562,14.5,2007,OUT017,Tier 2,,Supermarket Type1
0,166.3842,Meat,0.032532744,16.35,2004,OUT035,Tier 2,Small,Supermarket Type1
0,106.4622,Baking Goods,0.056932641,11.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,165.2526,Starchy Foods,0.060248632999999996,18.25,1997,OUT046,Tier 1,Small,Supermarket Type1
0,130.9652,Household,0.09257572300000001,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,38.248000000000005,Breakfast,0.125932787,17.25,2007,OUT017,Tier 2,,Supermarket Type1
0,246.0144,Fruits and Vegetables,0.04992156,10.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,240.088,Seafood,0.129229963,20.75,1987,OUT013,Tier 3,High,Supermarket Type1
0,129.4652,Fruits and Vegetables,0.174222894,11.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,33.0558,Snack Foods,0.128414313,11.8,1998,OUT010,Tier 3,,Grocery Store
0,107.6596,Health and Hygiene,0.016243582,16.6,2002,OUT045,Tier 2,,Supermarket Type1
0,112.6176,Snack Foods,0.049027044000000006,17.6,1987,OUT013,Tier 3,High,Supermarket Type1
1,36.2874,Baking Goods,0.045451204,9.8,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,116.0808,Household,0.028724483999999998,10.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,174.4738,Fruits and Vegetables,0.12212576900000001,16.6,1987,OUT013,Tier 3,High,Supermarket Type1
0,109.1254,Frozen Foods,0.055072409,7.905,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,263.2594,Frozen Foods,0.022772467,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,123.5414,Health and Hygiene,0.064098602,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,228.40099999999998,Household,0.063972131,,1985,OUT019,Tier 1,Small,Grocery Store
1,167.1132,Baking Goods,0.060145055999999995,20.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,193.1794,Dairy,0.14616317,10.195,2002,OUT045,Tier 2,,Supermarket Type1
1,123.073,Dairy,0.009621860999999999,10.895,1997,OUT046,Tier 1,Small,Supermarket Type1
1,182.6292,Meat,0.09150171300000001,18.7,1987,OUT013,Tier 3,High,Supermarket Type1
1,211.7586,Meat,0.049776901,14.3,2002,OUT045,Tier 2,,Supermarket Type1
0,36.6874,Health and Hygiene,0.092042001,13.5,1998,OUT010,Tier 3,,Grocery Store
0,259.9594,Household,0.071717648,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,80.0276,Fruits and Vegetables,0.0,17.7,2004,OUT035,Tier 2,Small,Supermarket Type1
0,122.773,Health and Hygiene,0.052315184,17.0,2002,OUT045,Tier 2,,Supermarket Type1
0,141.5154,Health and Hygiene,0.014961061999999999,20.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,149.8708,Snack Foods,0.15679782,,1985,OUT019,Tier 1,Small,Grocery Store
0,104.0332,Breads,0.024525828,6.55,1997,OUT046,Tier 1,Small,Supermarket Type1
0,249.0434,Frozen Foods,0.1196271,17.0,2002,OUT045,Tier 2,,Supermarket Type1
1,40.1454,Canned,0.041332726,14.5,2002,OUT045,Tier 2,,Supermarket Type1
0,176.8054,Snack Foods,0.025195383999999998,15.6,2004,OUT035,Tier 2,Small,Supermarket Type1
1,156.4656,Frozen Foods,0.060549609000000004,14.0,2002,OUT045,Tier 2,,Supermarket Type1
0,221.0456,Canned,0.045652242999999995,5.905,1997,OUT046,Tier 1,Small,Supermarket Type1
0,116.215,Meat,0.014420795,7.26,2004,OUT035,Tier 2,Small,Supermarket Type1
0,106.0938,Soft Drinks,0.069567714,12.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,225.4062,Frozen Foods,0.138701966,,1985,OUT019,Tier 1,Small,Grocery Store
0,63.1536,Frozen Foods,0.007312702,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,197.8426,Dairy,0.09338538099999999,6.615,1997,OUT046,Tier 1,Small,Supermarket Type1
0,36.0874,Baking Goods,0.11125355,12.3,2004,OUT035,Tier 2,Small,Supermarket Type1
0,222.1456,Canned,0.045910470999999994,5.905,2007,OUT017,Tier 2,,Supermarket Type1
0,130.4284,Others,0.033780318999999996,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,193.282,Fruits and Vegetables,0.054903339,20.1,2007,OUT017,Tier 2,,Supermarket Type1
1,236.7248,Meat,0.078332053,15.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,167.1184,Breads,0.021846371,12.15,2007,OUT017,Tier 2,,Supermarket Type1
0,212.6244,Health and Hygiene,0.017715927,19.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,46.706,Household,0.099306497,13.0,2004,OUT035,Tier 2,Small,Supermarket Type1
0,106.728,Fruits and Vegetables,0.148682491,12.1,2002,OUT045,Tier 2,,Supermarket Type1
0,145.076,Health and Hygiene,0.025621558,7.685,2007,OUT017,Tier 2,,Supermarket Type1
0,160.9894,Household,0.09140910000000001,5.825,1987,OUT013,Tier 3,High,Supermarket Type1
1,117.9466,Frozen Foods,0.203400773,20.7,1998,OUT010,Tier 3,,Grocery Store
1,176.637,Canned,0.029329242999999998,9.695,2007,OUT017,Tier 2,,Supermarket Type1
0,42.9112,Household,0.020529174,15.85,2002,OUT045,Tier 2,,Supermarket Type1
0,94.4094,Frozen Foods,0.0,9.065,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,258.7278,Health and Hygiene,0.174459878,12.0,1998,OUT010,Tier 3,,Grocery Store
1,103.499,Canned,0.015860869,,1985,OUT019,Tier 1,Small,Grocery Store
1,157.0314,Meat,0.15082478300000002,5.86,2004,OUT035,Tier 2,Small,Supermarket Type1
0,237.8906,Frozen Foods,0.03275986,7.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,176.637,Meat,0.036879682000000004,6.69,1987,OUT013,Tier 3,High,Supermarket Type1
0,72.638,Hard Drinks,0.058551954,10.8,2002,OUT045,Tier 2,,Supermarket Type1
0,101.7016,Frozen Foods,0.005469959,8.89,1987,OUT013,Tier 3,High,Supermarket Type1
0,195.2478,Frozen Foods,0.037222843,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,173.6422,Household,0.047337627,18.0,1987,OUT013,Tier 3,High,Supermarket Type1
1,102.8332,Snack Foods,0.041366007999999996,6.935,2002,OUT045,Tier 2,,Supermarket Type1
0,103.6306,Household,0.11046122800000001,8.275,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,185.2266,Canned,0.0,15.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,153.534,Dairy,0.05559341,18.35,1998,OUT010,Tier 3,,Grocery Store
1,87.4514,Meat,0.039796377,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,120.1782,Household,0.034706495,20.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,205.4638,Canned,0.07412849099999999,16.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,45.9718,Meat,0.017578563999999998,16.0,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,222.7456,Fruits and Vegetables,0.08790127199999999,15.1,2007,OUT017,Tier 2,,Supermarket Type1
1,105.1622,Snack Foods,0.029541812999999997,5.175,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,121.1782,Household,0.034722896,20.1,2002,OUT045,Tier 2,,Supermarket Type1
0,117.2124,Baking Goods,0.021269537999999998,13.3,2004,OUT035,Tier 2,Small,Supermarket Type1
0,182.5976,Canned,0.034043337,12.0,2002,OUT045,Tier 2,,Supermarket Type1
0,154.963,Frozen Foods,0.063770861,7.56,1997,OUT046,Tier 1,Small,Supermarket Type1
0,227.0694,Hard Drinks,0.064426754,7.905,2007,OUT017,Tier 2,,Supermarket Type1
0,128.4336,Household,0.049217255,18.1,2007,OUT017,Tier 2,,Supermarket Type1
1,251.8724,Snack Foods,0.13827922,18.85,2004,OUT035,Tier 2,Small,Supermarket Type1
0,126.2362,Household,0.125632716,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,256.2356,Dairy,0.07390646099999999,12.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,55.0956,Snack Foods,0.057637630999999995,15.85,2007,OUT017,Tier 2,,Supermarket Type1
0,239.6196,Health and Hygiene,0.097237755,,1985,OUT027,Tier 3,Medium,Supermarket Type3
1,195.3478,Fruits and Vegetables,0.11286795699999999,20.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,163.2552,Fruits and Vegetables,0.058425726,12.15,1997,OUT046,Tier 1,Small,Supermarket Type1
0,52.7982,Dairy,0.042173019000000006,14.15,2004,OUT035,Tier 2,Small,Supermarket Type1
0,121.9414,Fruits and Vegetables,0.026007997,8.785,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,178.5344,Dairy,0.0,6.38,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,123.073,Household,0.03512042,15.35,1987,OUT013,Tier 3,High,Supermarket Type1
0,126.4704,Health and Hygiene,0.064521395,19.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,143.4812,Soft Drinks,0.056382065,13.15,1987,OUT013,Tier 3,High,Supermarket Type1
1,76.4354,Frozen Foods,0.127386531,8.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,226.5062,Fruits and Vegetables,0.062537976,16.35,2002,OUT045,Tier 2,,Supermarket Type1
1,124.973,Soft Drinks,0.032414575,8.26,1987,OUT013,Tier 3,High,Supermarket Type1
0,179.5686,Health and Hygiene,0.022972713,11.8,2007,OUT017,Tier 2,,Supermarket Type1
1,88.98299999999999,Baking Goods,0.062949401,17.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,191.382,Starchy Foods,0.076187616,6.695,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,126.4994,Breakfast,0.14307889199999999,15.6,2004,OUT035,Tier 2,Small,Supermarket Type1
0,180.9318,Fruits and Vegetables,0.02249459,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,141.447,Snack Foods,0.103652052,15.5,2002,OUT045,Tier 2,,Supermarket Type1
0,102.4332,Household,0.023013626000000002,15.3,1999,OUT049,Tier 1,Medium,Supermarket Type1
1,168.9474,Breakfast,0.157470693,11.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,80.9592,Frozen Foods,0.019229583999999997,20.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,223.0088,Hard Drinks,0.041001012999999996,9.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,177.237,Frozen Foods,0.128422279,16.2,1997,OUT046,Tier 1,Small,Supermarket Type1
0,38.3164,Fruits and Vegetables,0.06928748900000001,10.5,1998,OUT010,Tier 3,,Grocery Store
1,162.5868,Baking Goods,0.073138055,,1985,OUT019,Tier 1,Small,Grocery Store
0,174.737,Baking Goods,0.079189212,10.3,2007,OUT017,Tier 2,,Supermarket Type1
0,199.2426,Dairy,0.093765794,6.615,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,176.9054,Breads,0.08212974099999999,9.1,2007,OUT017,Tier 2,,Supermarket Type1
1,154.1682,Breakfast,0.06332594799999999,20.75,1997,OUT046,Tier 1,Small,Supermarket Type1
0,161.721,Snack Foods,0.015799406000000002,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,52.0982,Canned,0.021481472999999997,,1985,OUT027,Tier 3,Medium,Supermarket Type3
0,118.5808,Fruits and Vegetables,0.038696827999999996,8.185,1987,OUT013,Tier 3,High,Supermarket Type1
0,75.8012,Hard Drinks,0.054144012000000005,11.8,2004,OUT035,Tier 2,Small,Supermarket Type1
1,39.1822,Soft Drinks,0.024903892,16.75,2002,OUT045,Tier 2,,Supermarket Type1
0,175.33700000000002,Snack Foods,0.06720812599999999,19.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,234.7958,Household,0.017746063,21.1,1998,OUT010,Tier 3,,Grocery Store
0,93.4436,Breads,0.14642735099999998,17.85,1997,OUT046,Tier 1,Small,Supermarket Type1
0,212.3902,Household,0.099539874,16.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,37.6822,Snack Foods,0.029734029,16.75,2004,OUT035,Tier 2,Small,Supermarket Type1
1,115.3834,Canned,0.17062883199999998,11.8,2002,OUT045,Tier 2,,Supermarket Type1
0,177.83700000000002,Fruits and Vegetables,0.057283416,5.735,2007,OUT017,Tier 2,,Supermarket Type1
1,246.7144,Frozen Foods,0.049481039000000004,9.285,2009,OUT018,Tier 3,Medium,Supermarket Type2
1,48.1718,Meat,0.017622773,16.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,249.4776,Frozen Foods,0.083668945,5.155,2007,OUT017,Tier 2,,Supermarket Type1
1,116.5808,Fruits and Vegetables,0.045052492,10.195,1999,OUT049,Tier 1,Medium,Supermarket Type1
0,91.9778,Canned,0.0,8.71,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,223.2088,Snack Foods,0.11877080699999999,19.35,2007,OUT017,Tier 2,,Supermarket Type1
1,49.0008,Snack Foods,0.081021001,8.895,1987,OUT013,Tier 3,High,Supermarket Type1
0,181.4318,Household,0.036790859,16.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
0,212.7902,Snack Foods,0.056724671,19.75,1998,OUT010,Tier 3,,Grocery Store
0,99.0384,Frozen Foods,0.008853613,8.68,2002,OUT045,Tier 2,,Supermarket Type1
