"","Item_Fat_Content","Item_MRP","Item_Type","Item_Visibility","Item_Weight","Outlet_Establishment_Year","Outlet_Identifier","Outlet_Location_Type","Outlet_Size","Outlet_Type"
"7472",0,126.9994,"Breads",0.141686037,4.635,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7473",0,142.247,"Household",0.052051256,8.51,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7474",0,167.3158,"Soft Drinks",0.09627919,9.6,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7475",1,96.9068,"Snack Foods",0.047533568,17.25,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7476",0,140.4838,"Health and Hygiene",0.04499948,15,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7477",0,87.6856,"Breads",0.12888573,16.75,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7478",0,39.2506,"Hard Drinks",0.120256303,8.365,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7479",0,261.291,"Soft Drinks",0,11.0832245847343,1985,"OUT019","Tier 1","Small","Grocery Store"
"7480",0,161.8578,"Hard Drinks",0.137755834,18.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7481",0,198.7426,"Dairy",0.093913607,6.615,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7482",1,115.3176,"Dairy",0.075287081,5.75,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7483",0,113.3544,"Snack Foods",0.100055625,10,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7484",0,188.9898,"Frozen Foods",0.006061565,13.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7485",1,223.0088,"Fruits and Vegetables",0.053667516,10.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7486",0,79.0302,"Frozen Foods",0.026194237,13.3967216141911,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7487",1,83.4908,"Snack Foods",0.076002991,11.65,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7488",0,94.6436,"Health and Hygiene",0.080111611,13.0559549064723,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7489",0,90.4172,"Fruits and Vegetables",0.043141572,9.3,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7490",0,45.3718,"Dairy",0.024276035,19.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7491",0,51.5008,"Snack Foods",0.03093263,11.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7492",1,178.137,"Baking Goods",0.017096552,5.44,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7493",0,50.8692,"Fruits and Vegetables",0.172357491,14.65,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7494",1,78.5328,"Baking Goods",0.185824165,12.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7495",1,253.7382,"Fruits and Vegetables",0.152988295,12.85,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7496",0,85.5566,"Breads",0,17.1,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7497",1,240.6222,"Dairy",0.143897558,11.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7498",0,75.5354,"Baking Goods",0.037845086,7.445,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7499",1,142.8786,"Fruits and Vegetables",0.1748389,12.5996169220432,1985,"OUT019","Tier 1","Small","Grocery Store"
"7500",1,63.2194,"Fruits and Vegetables",0.278730642,15.0496671689164,1985,"OUT019","Tier 1","Small","Grocery Store"
"7501",0,161.1236,"Soft Drinks",0.115500999,6.135,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7502",0,97.7384,"Frozen Foods",0.01478914,8.68,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7503",0,132.5284,"Others",0.033938279,18.5,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7504",0,79.4302,"Frozen Foods",0.026299797,14.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7505",0,105.6938,"Others",0.159394437,13.7597258844878,1985,"OUT019","Tier 1","Small","Grocery Store"
"7506",0,88.283,"Snack Foods",0,15.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7507",0,182.5292,"Dairy",0,17.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7508",1,175.6054,"Fruits and Vegetables",0.10377827,15.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7509",1,35.0874,"Baking Goods",0.045522854,9.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7510",0,125.5678,"Frozen Foods",0.095331433,11.3387507558321,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7511",1,179.766,"Snack Foods",0,15.25,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7512",0,165.6868,"Snack Foods",0.105472205,17.6,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7513",1,121.0072,"Fruits and Vegetables",0.030938774,7.55,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7514",0,127.102,"Baking Goods",0.026174636,15.529177894454,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7515",1,254.7014,"Canned",0.160671255,19.7,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7516",1,65.7484,"Snack Foods",0.070243155,13,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7517",1,109.957,"Fruits and Vegetables",0.038313981,12.8901566967396,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7518",1,113.8834,"Canned",0.170548238,11.8,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7519",0,233.6616,"Baking Goods",0.060794097,20.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7520",0,90.3488,"Snack Foods",0.036446751,16.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7521",0,94.0436,"Soft Drinks",0.061188147,7.63,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7522",0,195.3452,"Baking Goods",0.054884821,15.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7523",1,241.8196,"Baking Goods",0.026064486,18.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7524",1,164.921,"Frozen Foods",0.025936747,13.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7525",0,132.9284,"Fruits and Vegetables",0.035949725,10.895,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7526",0,242.9854,"Dairy",0.045168898,15.6,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7527",0,181.466,"Household",0.04767798,11.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7528",0,111.6544,"Health and Hygiene",0.058812134,20,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7529",1,112.9544,"Snack Foods",0.018667601,19.35,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7530",0,221.5798,"Snack Foods",0.087646694,15.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7531",0,159.4578,"Snack Foods",0.19033746,13.3689287840891,1985,"OUT019","Tier 1","Small","Grocery Store"
"7532",1,118.4808,"Fruits and Vegetables",0.045165796,10.195,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7533",0,164.8526,"Snack Foods",0.039385518,15.3297970195496,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7534",1,183.8608,"Snack Foods",0.010914988,9.5,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7535",0,43.3086,"Baking Goods",0.034203092,16.5457884932725,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7536",1,229.7668,"Snack Foods",0.085268317,10.65,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7537",1,215.5218,"Canned",0.084354713,13.0339672384081,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7538",0,40.8454,"Fruits and Vegetables",0.028571132,7.35,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7539",0,179.7634,"Soft Drinks",0.037383778,15.7,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7540",0,227.272,"Fruits and Vegetables",0.042354152,11.4691266643935,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7541",0,39.4164,"Starchy Foods",0.043410693,15.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7542",1,231.1984,"Snack Foods",0.056872392,13.8,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7543",1,79.8644,"Baking Goods",0.051573903,9.195,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7544",0,248.8092,"Dairy",0.016113019,9.3,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7545",0,242.9512,"Meat",0.052295514,15.1,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7546",0,234.4958,"Fruits and Vegetables",0.097127867,19.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7547",1,172.4106,"Frozen Foods",0.077284566,11.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7548",0,98.6384,"Health and Hygiene",0.046653872,7.27,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7549",0,62.5168,"Health and Hygiene",0.02775746,19.35,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7550",0,186.7898,"Fruits and Vegetables",0,9.695,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7551",0,94.1462,"Household",0,20.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7552",0,154.6998,"Hard Drinks",0.003574698,9.10095710085892,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7553",1,164.121,"Baking Goods",0.11733375,10.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7554",1,92.3488,"Fruits and Vegetables",0.081684728,12.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7555",0,81.825,"Snack Foods",0.079261744,12.4346377176848,1985,"OUT019","Tier 1","Small","Grocery Store"
"7556",0,256.0672,"Dairy",0.030410273,17.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7557",0,264.8884,"Health and Hygiene",0.069938838,9,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7558",0,190.4188,"Soft Drinks",0.037885683,17.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7559",1,41.548,"Canned",0.235183205,9.59404474278571,1985,"OUT019","Tier 1","Small","Grocery Store"
"7560",0,175.2396,"Hard Drinks",0.123151947,4.61,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7561",1,186.8556,"Fruits and Vegetables",0.074565098,8.75,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7562",1,35.2874,"Breads",0.169137707,7.155,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7563",1,182.0608,"Meat",0,12.4142126380301,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7564",0,71.338,"Baking Goods",0.009429612,12.3,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7565",0,44.9086,"Health and Hygiene",0.071076672,7.93,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7566",0,34.9532,"Hard Drinks",0.070234306,8.01,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7567",0,217.185,"Snack Foods",0.043663452,9.8,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7568",1,199.3426,"Meat",0.059110912,12.6147698284274,1985,"OUT019","Tier 1","Small","Grocery Store"
"7569",0,190.453,"Soft Drinks",0,5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7570",0,150.9024,"Health and Hygiene",0.042324556,19.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7571",0,36.3506,"Health and Hygiene",0.012657494,16.5,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7572",0,61.0194,"Breads",0.048857925,12.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7573",0,140.2496,"Canned",0.090185027,14.1,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7574",0,144.947,"Household",0.015186146,6.38,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7575",1,194.2794,"Dairy",0,20.25,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7576",0,159.7578,"Meat",0.155541973,14.5625257928335,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7577",0,190.853,"Household",0.052502049,12.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7578",0,114.8518,"Fruits and Vegetables",0.172596885,15.6,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7579",0,229.4694,"Snack Foods",0.118868155,15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7580",0,98.4042,"Health and Hygiene",0.037639672,11.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7581",1,164.7184,"Canned",0.021031586,13.9866092644308,1985,"OUT019","Tier 1","Small","Grocery Store"
"7582",0,83.9908,"Others",0.069968018,11.8907924175304,1985,"OUT019","Tier 1","Small","Grocery Store"
"7583",0,193.3794,"Breads",0.087963415,17.85,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7584",1,108.757,"Breads",0.043885147,14.8,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7585",0,229.9694,"Hard Drinks",0.064163983,7.905,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7586",0,51.235,"Dairy",0,12.4382513865032,1985,"OUT019","Tier 1","Small","Grocery Store"
"7587",1,165.5868,"Baking Goods",0,11.5349550213974,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7588",1,101.9674,"Meat",0.02592132,11.8,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7589",0,103.2332,"Baking Goods",0.023734872,14,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7590",1,123.0072,"Baking Goods",0.053921264,14.85,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7591",0,143.447,"Others",0.120770963,7.39,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7592",0,229.9694,"Snack Foods",0.118791698,15,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7593",0,179.4344,"Canned",0.034717799,12.2078707026492,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7594",0,108.0912,"Frozen Foods",0.041823046,19.7,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7595",0,98.4042,"Meat",0.164724567,10.8,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7596",0,184.0608,"Health and Hygiene",0.174336148,14.6545919461694,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7597",1,122.4098,"Baking Goods",0.006295472,8.45796103765759,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7598",1,189.1214,"Frozen Foods",0.093463546,15.258308318322,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7599",0,211.3586,"Fruits and Vegetables",0.067520165,13.5654905500102,1985,"OUT019","Tier 1","Small","Grocery Store"
"7600",0,165.3158,"Soft Drinks",0.161182103,9.6,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7601",0,59.6904,"Frozen Foods",0.053296868,10.695,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7602",1,62.9168,"Fruits and Vegetables",0.161474419,21.1,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7603",0,98.3042,"Dairy",0.041740624,14.1402182993786,1985,"OUT019","Tier 1","Small","Grocery Store"
"7604",0,147.3102,"Soft Drinks",0.306542848,8.81780899254191,1985,"OUT019","Tier 1","Small","Grocery Store"
"7605",0,111.286,"Soft Drinks",0.079293753,6.135,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7606",0,43.3454,"Frozen Foods",0.044472637,16.2,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7607",0,253.4724,"Baking Goods",0.073816097,15.7,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7608",1,164.4184,"Canned",0.012080016,17.2,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7609",0,150.4708,"Household",0.02859825,12.15,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7610",1,257.133,"Fruits and Vegetables",0.076944658,10.0152174898369,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7611",1,114.7518,"Snack Foods",0.055084019,8.63,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7612",1,182.5266,"Canned",0.162093059,15,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7613",0,34.619,"Frozen Foods",0.024546148,13.447926790643,1985,"OUT019","Tier 1","Small","Grocery Store"
"7614",0,108.5596,"Baking Goods",0.118783796,15.7166011901542,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7615",1,86.6224,"Canned",0.052836076,8.975,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7616",0,64.7826,"Meat",0.037889224,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7617",0,143.7812,"Meat",0.022587621,6.895,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7618",0,92.5488,"Snack Foods",0.036213953,14.1665962032535,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7619",0,39.3138,"Fruits and Vegetables",0.029779207,8.325,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7620",0,153.1656,"Soft Drinks",0.020693619,8.785,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7621",0,172.6764,"Dairy",0.042037073,14.2006546170763,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7622",1,163.9184,"Baking Goods",0.062516602,19.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7623",1,144.8102,"Dairy",0.012620221,17.5,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7624",1,72.4038,"Meat",0.008615,16.75,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7625",1,161.5236,"Frozen Foods",0.137618927,8.895,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7626",1,122.4756,"Dairy",0.047588696,7.71,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7627",0,142.7786,"Household",0.050790917,12.7796163317358,1985,"OUT019","Tier 1","Small","Grocery Store"
"7628",1,124.1046,"Frozen Foods",0.037864721,15.7,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7629",0,217.685,"Dairy",0.070551723,16.7,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7630",0,76.1328,"Household",0.021326471,20.35,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7631",0,100.1384,"Health and Hygiene",0.018955479,12.5,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7632",1,41.6796,"Fruits and Vegetables",0.105666833,15.1,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7633",0,43.4454,"Household",0.040725405,14,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7634",0,39.6506,"Hard Drinks",0.072252888,8.365,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7635",1,177.5712,"Breakfast",0.061008889,10.695,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7636",0,259.5962,"Household",0.011007815,5.21,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7637",1,37.9532,"Meat",0,13.65,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7638",0,37.5532,"Hard Drinks",0.070247589,8.01,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7639",1,104.099,"Frozen Foods",0.030294931,5.88,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7640",0,121.373,"Health and Hygiene",0.210511558,5.615,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7641",0,87.0198,"Canned",0.0650227,19.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7642",1,60.0194,"Dairy",0.173587926,12.9640348861655,1985,"OUT019","Tier 1","Small","Grocery Store"
"7643",1,110.857,"Dairy",0.183579854,18.25,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7644",1,189.7504,"Fruits and Vegetables",0.113678422,15.35,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7645",0,39.9506,"Canned",0.078174543,13.545659385535,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7646",0,101.2042,"Fruits and Vegetables",0.027292686,10.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7647",1,35.1532,"Meat",0.026602089,13.65,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7648",0,95.9436,"Fruits and Vegetables",0.116226984,8.615,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7649",0,87.8172,"Dairy",0.131221393,5.8,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7650",0,36.2506,"Fruits and Vegetables",0.035409328,8.3,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7651",0,210.4902,"Household",0,16,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7652",0,247.2776,"Frozen Foods",0.083327693,5.155,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7653",1,49.8008,"Snack Foods",0.08125293,8.895,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7654",1,63.7194,"Fruits and Vegetables",0,15.1,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7655",0,144.847,"Snack Foods",0.103422709,15.5,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7656",0,100.9042,"Frozen Foods",0.125688044,6.325,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7657",1,145.8786,"Fruits and Vegetables",0.187443314,11.8981957833268,1985,"OUT019","Tier 1","Small","Grocery Store"
"7658",0,89.3172,"Fruits and Vegetables",0.04295842,9.3,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7659",0,49.0034,"Household",0.034938717,14.1495450720041,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7660",0,149.2392,"Health and Hygiene",0.045603215,20.6,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7661",1,49.6692,"Frozen Foods",0.085834992,15.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7662",0,105.6622,"Household",0.048050783,9.195,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7663",0,258.2646,"Frozen Foods",0.065589906,5.695,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7664",0,113.2834,"Fruits and Vegetables",0.173529036,13.9602654495605,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7665",1,188.0556,"Breads",0.029492018,5.94,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7666",0,45.906,"Fruits and Vegetables",0.121225455,6.36,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7667",0,160.9236,"Soft Drinks",0.114475357,10.9147768866084,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7668",1,123.9704,"Dairy",0,4.805,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7669",0,254.8698,"Household",0.060927824,14.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7670",0,161.621,"Others",0.019459164,14.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7671",1,77.896,"Canned",0.050070476,10.3,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7672",0,37.9532,"Starchy Foods",0.06227604,12.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7673",0,120.3124,"Snack Foods",0.046217345,11.5,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7674",0,174.0422,"Household",0.177270016,19.1,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7675",1,168.7132,"Snack Foods",0.080127283,12.3623442105494,1985,"OUT019","Tier 1","Small","Grocery Store"
"7676",1,265.1568,"Baking Goods",0.076059648,15.5,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7677",0,110.357,"Snack Foods",0.026788937,7.31,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7678",0,257.3672,"Snack Foods",0.089197963,18.7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7679",0,107.028,"Canned",0.151279591,7,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7680",0,121.144,"Canned",0.112203445,12.5,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7681",0,84.0908,"Others",0.039961837,9.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7682",1,45.9376,"Dairy",0.048207017,10.5,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7683",1,262.1252,"Fruits and Vegetables",0.064871045,5.785,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7684",1,120.7782,"Dairy",0.042685217,16.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7685",1,214.4218,"Frozen Foods",0.105181277,5.845,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7686",0,235.8932,"Snack Foods",0.103751236,9.395,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7687",0,179.8344,"Canned",0.035028853,5.94,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7688",0,97.8384,"Baking Goods",0.046262201,6.15,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7689",0,234.2616,"Baking Goods",0.060688248,20.35,2004,"OUT035","Tier 2","Small","Supermarket Type1"
"7690",1,141.8838,"Canned",0.078347922,17.1,1998,"OUT010","Tier 3","Medium","Grocery Store"
"7691",0,192.2478,"Breakfast",0.088828418,16.5531772906032,1985,"OUT027","Tier 3","Medium","Supermarket Type3"
"7692",0,36.7164,"Baking Goods",0.081944045,5.765,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7693",0,107.7938,"Meat",0.123726711,12.65,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7694",1,140.0154,"Snack Foods",0.013485235,10.5,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7695",0,260.2962,"Snack Foods",0.077659918,18.25,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7696",0,149.8024,"Baking Goods",0,11.65,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7697",0,110.2886,"Frozen Foods",0.100074524,19.2,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7698",0,182.7634,"Soft Drinks",0.037289996,15.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7699",1,80.096,"Canned",0.050028809,10.3,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7700",0,56.893,"Health and Hygiene",0.077234113,13.65,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7701",0,108.8596,"Health and Hygiene",0.016197216,16.6,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7702",0,258.462,"Snack Foods",0.051571772,9.6,2002,"OUT045","Tier 2","Medium","Supermarket Type1"
"7703",1,50.5666,"Baking Goods",0.055672032,11.85,1987,"OUT013","Tier 3","High","Supermarket Type1"
"7704",1,154.1656,"Baking Goods",0.066336811,13.1260735873408,1985,"OUT019","Tier 1","Small","Grocery Store"
"7705",0,141.2154,"Health and Hygiene",0.032672263,8.6,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7706",1,213.9876,"Dairy",0.047491371,20.7,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7707",1,35.7558,"Snack Foods",0.077154417,11.8,2007,"OUT017","Tier 2","Medium","Supermarket Type1"
"7708",1,162.5526,"Fruits and Vegetables",0.087692636,12.6845395021555,1985,"OUT019","Tier 1","Small","Grocery Store"
"7709",1,255.9356,"Dairy",0.074221559,12.6,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7710",0,77.667,"Dairy",0.092834313,20.7,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7711",0,41.6112,"Household",0.020571083,15.85,2009,"OUT018","Tier 3","Medium","Supermarket Type2"
"7712",0,163.6526,"Household",0.005978595,6.36,1997,"OUT046","Tier 1","Small","Supermarket Type1"
"7713",1,156.6314,"Meat",0.033489979,9.3,1999,"OUT049","Tier 1","Medium","Supermarket Type1"
"7714",0,157.6604,"Baking Goods",0.166609517,11.7288937315984,1985,"OUT019","Tier 1","Small","Grocery Store"
