Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
0,333,174.937,176.437,6,0.11424304800000001,,0,4,0,Small,0
1,394,83.7592,1403.5064,7,0.019183756,20.5,1,1,2,High,1
0,323,60.622,778.9860000000001,6,0.112324552,10.395,5,7,1,,1
0,932,36.019,73.238,1,0.068153091,,0,4,0,Small,0
1,1024,60.8536,918.804,3,0.071597469,13.3,5,7,1,,1
1,547,83.6224,3494.1184,11,0.052473797,,0,5,2,Medium,3
1,1250,114.8518,1707.777,6,0.076914745,19.35,5,7,1,,1
1,1081,102.1332,1743.0644,3,0.079837509,16.5,4,9,0,Medium,1
1,492,102.8306,1986.0814,2,0.024520853999999998,5.63,1,1,2,High,1
0,413,58.9246,926.7936,11,0.02678995,12.35,8,3,2,Medium,2
0,91,116.4492,2780.3808,9,0.024432767,9.8,5,7,1,,1
1,1503,181.9608,2388.8904,2,0.047220267999999996,5.305,8,3,2,Medium,2
1,11,146.3102,3645.255,0,0.045534457,18.5,4,9,0,Medium,1
1,1339,156.1972,1869.5664,6,0.0,10.695,2,8,0,Small,1
0,172,86.4882,1631.8758,4,0.090806457,6.525,7,2,1,,1
1,1204,198.1426,3757.1094,2,0.033813351,12.35,4,9,0,Medium,1
0,1051,261.091,2366.919,4,0.031730739,7.935,6,6,1,Small,1
1,1277,47.1744,90.5488,2,0.102262138,15.85,3,0,2,,0
0,925,121.973,2463.46,9,0.0,5.615,2,8,0,Small,1
0,407,90.78299999999999,1258.362,7,0.052511611,10.5,1,1,2,High,1
1,1436,223.8088,5592.72,3,0.056713056,,0,5,2,Medium,3
0,1414,182.7292,4925.5884,3,0.053950661,8.85,4,9,0,Medium,1
1,157,180.3318,2345.6134,3,0.044192372,13.1,2,8,0,Small,1
0,579,101.3016,2327.6368,5,0.046958533,,0,5,2,Medium,3
0,1278,140.2496,2681.8424,4,0.055829496,15.1,6,6,1,Small,1
1,1048,184.4924,3146.5708,13,0.13498355,17.7,1,1,2,High,1
0,1448,49.7692,837.5764,3,0.0,14.65,5,7,1,,1
0,289,165.7842,2652.5472,2,0.032538896,16.35,2,8,0,Small,1
0,245,264.5884,5829.7448,0,0.005264755,19.85,7,2,1,,1
1,499,43.5454,838.908,5,0.12183295599999999,6.715,5,7,1,,1
0,683,192.5478,2906.217,7,0.037403973,20.85,2,8,0,Small,1
1,762,79.796,4074.696,11,0.10400212,,0,5,2,Medium,3
0,1364,85.3566,1775.6886,12,0.05416243900000001,17.1,1,1,2,High,1
0,783,258.6304,516.6608,7,0.023876707999999996,,0,4,0,Small,0
0,698,147.805,1947.465,7,0.065797601,17.85,6,6,1,Small,1
0,1084,45.077,605.878,9,0.047857804000000004,19.6,1,1,2,High,1
0,756,125.9336,7158.6816,4,0.048703432000000005,,0,5,2,Medium,3
0,939,41.7112,383.5008,4,0.006765149,12.5,2,8,0,Small,1
1,1277,45.6744,633.8416,2,0.06121988,15.85,5,7,1,,1
1,931,227.4694,3197.1716,3,0.0,6.78,2,8,0,Small,1
1,1420,47.6376,335.5632,7,0.041563696000000004,19.6,6,6,1,Small,1
0,33,171.7738,2432.8332,1,0.098457814,17.5,7,2,1,,1
0,752,160.9578,1444.1202,6,0.108930629,20.75,5,7,1,,1
0,1271,254.704,3036.048,13,0.03046847,,0,5,2,Medium,3
0,213,189.1846,382.1692,10,0.073288275,9.3,3,0,2,,0
0,1408,242.4196,5543.4508,9,0.097692448,17.75,6,6,1,Small,1
0,1074,171.5106,1539.9954,3,0.135944247,17.0,4,9,0,Medium,1
1,682,63.6484,65.2484,6,0.123089128,,0,4,0,Small,0
1,1433,110.1544,1230.3984,7,0.034328578,4.555,1,1,2,High,1
1,530,225.5088,1342.2528,3,0.089688978,10.1,3,0,2,,0
1,1003,119.7466,2003.3922,7,0.121709653,20.7,4,9,0,Medium,1
0,1299,153.0656,4170.5712,1,0.020618957,8.785,5,7,1,,1
0,1408,239.3196,723.0588,9,0.163548055,17.75,3,0,2,,0
0,29,54.9956,109.1912,0,0.17819286399999998,,0,4,0,Small,0
1,144,129.2626,1311.626,5,0.048625599000000005,5.465,5,7,1,,1
0,977,89.5856,175.7712,0,0.170213676,,0,4,0,Small,0
0,79,187.4556,7510.224,6,0.044829295,,0,5,2,Medium,3
0,968,156.9604,1584.604,9,0.11338767699999999,,0,5,2,Medium,3
0,523,249.575,499.35,0,0.058168807,17.75,3,0,2,,0
1,8,97.4726,1174.4712,7,0.016650191,16.2,6,6,1,Small,1
1,643,79.2276,649.8208,2,0.151044881,20.35,6,6,1,Small,1
0,759,115.4808,820.2656,3,0.038948125,8.185,7,2,1,,1
0,926,88.18299999999999,719.064,3,0.020688968999999998,20.5,8,3,2,Medium,2
0,774,64.3168,703.0848,9,0.11224978099999999,8.42,6,6,1,Small,1
0,461,141.81799999999998,838.908,7,0.046116319,10.0,7,2,1,,1
0,204,122.4072,2572.6512,11,0.050957715,7.5,8,3,2,Medium,2
0,43,177.6002,8417.7094,0,0.053211728,,0,5,2,Medium,3
0,369,43.8454,671.1264,12,0.011111713999999998,10.6,5,7,1,,1
1,96,177.2344,892.172,6,0.077029195,20.6,3,0,2,,0
0,1058,230.801,5283.1230000000005,3,0.017344678999999998,,0,5,2,Medium,3
0,1147,153.9972,1246.3776,1,0.019457372,16.2,8,3,2,Medium,2
1,378,183.5924,2406.2012,11,0.012063121000000001,20.25,7,2,1,,1
0,948,36.6506,493.3578,9,0.079755214,12.15,8,3,2,Medium,2
0,838,125.9046,4482.1656,6,0.074830794,,0,5,2,Medium,3
0,554,88.5198,1133.8574,0,0.044917289000000006,8.21,6,6,1,Small,1
1,1308,57.7588,57.2588,6,0.018310141999999998,6.63,3,0,2,,0
1,1455,101.8332,2255.7304,6,0.041247932,6.935,1,1,2,High,1
1,1293,88.25399999999999,2510.0660000000003,0,0.0204702,,0,5,2,Medium,3
1,987,185.8266,1844.266,11,0.161404914,15.0,6,6,1,Small,1
0,71,255.4698,5073.396,4,0.186067862,7.825,2,8,0,Small,1
0,1481,61.4536,428.7752,3,0.057792342999999996,10.695,2,8,0,Small,1
0,1241,162.0578,3209.156,10,0.0,18.85,6,6,1,Small,1
1,1094,53.2614,386.8298,1,0.061270647000000004,12.1,4,9,0,Medium,1
1,602,261.091,3418.883,0,0.087823675,8.945,5,7,1,,1
1,547,86.6224,1704.4479999999999,11,0.05281112,8.975,4,9,0,Medium,1
0,1105,124.4046,1120.5414,4,0.112495847,20.2,4,9,0,Medium,1
1,1358,80.696,559.2719999999999,3,0.029100745,6.76,8,3,2,Medium,2
0,1192,168.1474,4211.185,4,0.019546214,9.0,5,7,1,,1
0,1105,123.1046,1120.5414,4,0.112549008,20.2,5,7,1,,1
0,1221,189.1872,567.2616,4,0.0,19.0,2,8,0,Small,1
1,1259,129.431,3505.437,7,0.019917598,15.1,1,1,2,High,1
0,469,142.7496,3528.74,11,0.089817198,14.1,4,9,0,Medium,1
1,1311,94.9752,1342.2528,6,0.121442754,20.2,4,9,0,Medium,1
1,314,232.9616,3515.4240000000004,2,0.069250192,,0,5,2,Medium,3
0,670,92.712,3635.268,6,0.159193194,,0,5,2,Medium,3
0,194,98.1726,978.7260000000001,4,0.0,,0,5,2,Medium,3
1,1373,183.3608,6064.1064,0,0.023209537000000002,,0,5,2,Medium,3
0,1558,108.8938,3644.5892,9,0.148372897,20.25,5,7,1,,1
0,897,187.7214,188.4214,11,0.0,14.85,3,0,2,,0
0,758,149.7366,151.1366,4,0.065689432,20.7,3,0,2,,0
1,640,122.1388,2352.9372,2,0.061301149000000006,5.15,5,7,1,,1
0,1199,43.2796,41.2796,4,0.117825569,,0,4,0,Small,0
1,525,124.3072,5022.7952,3,0.04152307,12.6,1,1,2,High,1
0,1139,114.915,2796.36,11,0.024201905,10.1,4,9,0,Medium,1
1,427,179.666,6471.576,6,0.066269294,15.25,7,2,1,,1
1,351,167.1842,2984.1156,6,0.01100413,10.5,5,7,1,,1
0,1224,126.9994,385.4982,8,0.250560049,,0,4,0,Small,0
1,346,52.8666,461.3994,6,0.099113429,14.65,6,6,1,Small,1
1,1117,108.7228,2542.0244,11,0.140008554,6.885,2,8,0,Small,1
0,305,176.0054,2626.5809999999997,4,0.031278532000000005,7.285,8,3,2,Medium,2
1,169,165.1526,1480.0734,3,0.05373063,11.1,1,1,2,High,1
0,572,48.6376,1677.816,4,0.025842951,,0,5,2,Medium,3
0,407,89.68299999999999,988.7130000000001,7,0.052555345999999996,10.5,2,8,0,Small,1
0,861,104.699,103.199,9,0.10178199,,0,4,0,Small,0
0,251,151.9024,2732.4432,1,0.021293097,20.75,5,7,1,,1
1,780,261.091,5522.811,6,0.124668026,,0,5,2,Medium,3
1,175,164.6526,2137.8838,3,0.050043472,11.85,1,1,2,High,1
0,1546,41.1454,503.3448,4,0.024468806000000003,14.0,7,2,1,,1
0,1352,154.634,4287.752,4,0.01181025,20.2,1,1,2,High,1
0,371,127.0336,3962.8416,4,0.027028322999999996,19.0,4,9,0,Medium,1
1,1482,154.5972,1869.5664,6,0.17261532699999999,16.0,1,1,2,High,1
1,84,155.563,469.389,8,0.06871772,,0,4,0,Small,0
0,1507,181.666,1438.128,5,0.032421521,20.85,1,1,2,High,1
0,7,107.6622,1270.3464,6,0.127983545,19.0,1,1,2,High,1
1,682,64.3484,2218.4456,6,0.070288365,13.0,6,6,1,Small,1
0,461,141.618,139.81799999999998,7,0.07675510599999999,10.0,3,0,2,,0
0,1359,103.999,1857.582,6,0.052434201,17.5,6,6,1,Small,1
0,852,181.766,179.766,14,0.053413906,,0,4,0,Small,0
0,335,180.2002,5193.9058,11,0.08301916299999999,19.5,7,2,1,,1
1,844,124.2362,377.5086,7,0.080010553,16.1,3,0,2,,0
0,1009,91.2146,2554.0088,4,0.069403341,8.6,6,6,1,Small,1
1,1528,188.1872,6239.8776,6,0.025616191,,0,5,2,Medium,3
0,757,220.1482,3066.6748,0,0.036326064,20.25,2,8,0,Small,1
0,1244,105.02799999999999,2556.672,5,0.085434195,9.6,7,2,1,,1
0,1209,83.0908,1593.9252,11,0.010658153,11.1,4,9,0,Medium,1
0,1059,254.7014,5100.028,4,0.041994899,13.0,8,3,2,Medium,2
0,120,94.741,1641.1970000000001,7,0.011556918999999999,,0,5,2,Medium,3
0,966,74.3354,1880.885,4,0.0,20.7,8,3,2,Medium,2
1,174,262.3568,790.9704,6,0.12411034900000001,5.78,3,0,2,,0
1,975,53.0298,377.5086,0,0.139244918,5.325,8,3,2,Medium,2
0,110,238.1906,3327.6684,7,0.032599801,7.5,1,1,2,High,1
1,1143,166.6474,4211.185,8,0.157075658,11.6,4,9,0,Medium,1
1,1501,109.9544,5257.1568,6,0.018472713999999998,,0,5,2,Medium,3
0,1379,99.87,1498.05,12,0.0,6.44,5,7,1,,1
0,1067,198.9742,995.3710000000001,12,0.020739698,12.5,5,7,1,,1
0,71,253.5698,3805.047,4,0.186825823,7.825,8,3,2,Medium,2
0,359,212.3218,427.4436,6,0.09512291,6.865,3,0,2,,0
0,110,238.7906,4040.7402,7,0.03269312,7.5,5,7,1,,1
0,444,45.206,1211.756,1,0.013841737,9.8,2,8,0,Small,1
1,280,225.472,3169.208,3,0.103449993,19.0,2,8,0,Small,1
1,1365,150.8708,2407.5328,6,0.089554186,8.27,2,8,0,Small,1
0,984,121.8072,2450.144,6,0.052257982,17.85,4,9,0,Medium,1
1,1524,116.4834,1958.1178,11,0.170251293,11.8,6,6,1,Small,1
1,563,187.1556,4693.89,3,0.048131556,20.6,8,3,2,Medium,2
0,966,73.9354,677.1186,4,0.026899856,20.7,2,8,0,Small,1
0,38,87.0198,2442.1544,6,0.026663778,15.25,5,7,1,,1
1,1085,76.2328,1544.656,5,0.0,12.35,2,8,0,Small,1
1,693,83.0592,743.0328,3,0.10990084300000001,12.5,1,1,2,High,1
0,647,108.9912,1965.4416,4,0.033651278,15.2,4,9,0,Medium,1
0,838,122.6046,2988.1104,6,0.075311837,18.25,4,9,0,Medium,1
0,967,218.9166,2394.8826,12,0.0,6.71,1,1,2,High,1
0,1519,176.7686,888.8430000000001,9,0.039996021,,0,4,0,Small,0
1,1308,57.2588,801.6232,6,0.010886324,,0,5,2,Medium,3
0,730,167.5474,1010.6844,3,0.04506213,,0,4,0,Small,0
0,1202,36.3216,276.9728,9,0.041729735,12.35,6,6,1,Small,1
0,43,178.7002,4477.505,0,0.053426165,6.42,1,1,2,High,1
0,195,161.3552,7148.0288,4,0.083488992,14.65,4,9,0,Medium,1
0,355,229.4668,4837.7028,12,0.0,13.65,4,9,0,Medium,1
1,35,128.3678,1398.8458,3,0.060045008,20.2,8,3,2,Medium,2
0,398,172.2448,1874.8928,4,0.10402738,12.5,7,2,1,,1
0,1545,255.433,9227.988000000001,2,0.08353607099999999,,0,5,2,Medium,3
0,1477,82.225,2247.075,7,0.015169739,5.48,8,3,2,Medium,2
0,1109,109.4596,647.1576,9,0.028382853,,0,4,0,Small,0
1,1094,56.2614,552.614,1,0.061299600999999995,12.1,5,7,1,,1
0,702,107.9912,1419.4856,3,0.07058862099999999,16.7,7,2,1,,1
1,1542,45.9428,307.5996,6,0.023201357000000002,16.85,5,7,1,,1
0,142,227.072,4074.696,3,0.042626422000000004,7.365,4,9,0,Medium,1
0,494,183.6634,2362.9242,6,0.10850167599999999,9.195,7,2,1,,1
0,1146,122.37299999999999,985.3839999999999,0,0.122571209,14.3,2,8,0,Small,1
0,569,101.2674,2241.0828,9,0.093408695,5.32,7,2,1,,1
0,1258,235.6906,5704.5744,9,0.032731074,,0,5,2,Medium,3
1,850,80.2302,79.2302,6,0.043386130999999994,13.65,3,0,2,,0
1,1007,248.6092,3237.1196,3,0.021969896000000003,12.6,2,8,0,Small,1
0,548,33.6216,934.7832,4,0.183948465,,0,5,2,Medium,3
1,705,49.7008,961.4152,8,0.033052168,10.6,2,8,0,Small,1
0,1231,184.6582,185.7582,6,0.054443762,,0,4,0,Small,0
1,118,188.553,3795.06,11,0.040172077,8.6,1,1,2,High,1
0,1466,224.0772,1556.6404,3,0.175995526,19.85,2,8,0,Small,1
0,283,125.5388,2848.2924,10,0.042530668,9.3,7,2,1,,1
1,1143,167.8474,336.8948,8,0.274592283,,0,4,0,Small,0
0,77,99.67,1897.53,6,0.059594017,7.76,8,3,2,Medium,2
0,433,265.2568,4218.5088,0,0.136784873,10.895,6,6,1,Small,1
0,1171,238.1564,5243.8408,1,0.0,10.8,8,3,2,Medium,2
1,1499,91.0488,271.6464,7,0.019912606,,0,4,0,Small,0
1,1057,52.8666,1384.1982,7,0.04719387,9.195,4,9,0,Medium,1
0,859,166.0526,3124.5994,6,0.039638705,19.6,4,9,0,Medium,1
0,709,253.3724,6795.1548,5,0.074083388,15.7,7,2,1,,1
0,362,127.4336,894.8352,10,0.09105157900000001,18.85,5,7,1,,1
0,1066,144.5128,3307.6944,10,0.02090277,14.7,1,1,2,High,1
0,1254,108.5938,1393.5194,13,0.15386118099999999,15.0,1,1,2,High,1
1,1269,65.0168,639.168,3,0.161504957,21.1,2,8,0,Small,1
0,1077,248.3434,6208.585,7,0.119871307,17.0,8,3,2,Medium,2
1,1214,188.6214,565.2642,5,0.069903773,16.7,6,6,1,Small,1
0,1009,92.5146,2006.7212,4,0.069416467,8.6,2,8,0,Small,1
1,1358,79.296,1118.5439999999999,3,0.02914662,6.76,7,2,1,,1
1,1489,173.9422,3103.9596,3,0.046771477,8.77,2,8,0,Small,1
0,352,53.4956,2129.2284,4,0.092564193,,0,5,2,Medium,3
1,557,213.2218,7266.5412,7,0.104998144,5.845,6,6,1,Small,1
1,1001,181.9976,5432.928000000001,3,0.119704498,16.7,5,7,1,,1
0,26,38.8164,77.2328,10,0.03242518,11.65,3,0,2,,0
0,407,88.28299999999999,2157.192,7,0.052300844000000006,,0,5,2,Medium,3
0,589,78.3302,1267.6832,7,0.026362623999999998,14.3,4,9,0,Medium,1
0,1497,45.7428,615.1992,6,0.0,,0,5,2,Medium,3
0,526,148.0418,1471.418,11,0.18755862899999998,8.355,2,8,0,Small,1
0,1189,183.095,1830.95,6,0.04376368,13.15,2,8,0,Small,1
1,613,82.5908,922.7988,7,0.0,19.25,5,7,1,,1
1,685,228.2036,2504.7396,12,0.08007260299999999,5.035,5,7,1,,1
1,953,41.048,798.96,6,0.007146415,15.85,2,8,0,Small,1
0,703,197.3768,3350.3056,1,0.096317593,15.35,1,1,2,High,1
0,1067,197.2742,3782.4098,12,0.020729901999999998,12.5,4,9,0,Medium,1
1,1125,87.5882,171.7764,3,0.15783357,18.35,3,0,2,,0
1,351,167.0842,6465.5838,6,0.010928678,,0,5,2,Medium,3
0,1127,120.1756,2059.9852,3,0.036110222000000004,20.5,1,1,2,High,1
0,146,143.1154,2552.6772,1,0.030842962999999998,13.85,4,9,0,Medium,1
0,684,111.186,1245.046,1,0.0,4.59,5,7,1,,1
0,34,147.1102,2916.204,9,0.089078338,10.0,1,1,2,High,1
0,1357,113.6518,1593.9252,3,0.100164204,12.35,8,3,2,Medium,2
1,464,43.8744,1222.4088,0,0.045763622999999996,,0,5,2,Medium,3
1,551,107.4622,1587.933,11,0.10399676,20.0,1,1,2,High,1
1,296,232.6984,1390.1904,6,0.057104065999999995,13.8,8,3,2,Medium,2
0,141,33.39,732.38,1,0.041971264,9.5,5,7,1,,1
1,202,88.3514,2833.6448,5,0.11447240300000001,5.425,2,8,0,Small,1
0,79,187.9556,2440.8228,6,0.045117476,16.75,4,9,0,Medium,1
1,1100,223.8062,5642.655,13,0.0,19.2,5,7,1,,1
0,1347,171.3106,3593.3226,4,0.02727641,10.5,2,8,0,Small,1
1,1351,252.0382,4037.4112,3,0.152747503,12.85,8,3,2,Medium,2
0,565,127.50200000000001,379.506,4,0.060706749000000004,,0,4,0,Small,0
0,1033,45.706,838.908,3,0.120788077,6.36,5,7,1,,1
1,1380,111.85700000000001,109.85700000000001,12,0.076851759,,0,4,0,Small,0
1,313,263.2594,2878.2534,12,0.063810405,14.5,1,1,2,High,1
0,1114,150.0734,4454.202,3,0.081328781,7.02,5,7,1,,1
0,661,247.1092,4233.1564,6,0.020387989,7.42,6,6,1,Small,1
0,215,253.5724,5033.448,4,0.113518466,17.25,2,8,0,Small,1
0,307,190.6504,1342.2528,6,0.052917345,18.75,5,7,1,,1
1,255,220.5772,2446.1492,3,0.018911473999999998,20.25,7,2,1,,1
1,408,192.3846,1910.846,7,0.075981306,12.65,1,1,2,High,1
0,889,96.7384,2167.8448,9,0.018848862,12.5,2,8,0,Small,1
0,884,261.4252,262.3252,13,0.116527666,12.8,3,0,2,,0
0,370,212.4586,2743.7618,3,0.0,6.655,7,2,1,,1
0,1522,263.0226,4229.1616,0,0.070040195,10.3,2,8,0,Small,1
0,180,239.2538,3605.3070000000002,14,0.059827007,14.6,7,2,1,,1
1,1176,77.4644,1414.1592,5,0.051827122999999996,9.195,8,3,2,Medium,2
0,648,185.2924,3146.5708,6,0.03595391,13.65,6,6,1,Small,1
0,376,51.235,848.895,0,0.017182935,7.935,4,9,0,Medium,1
0,1361,104.1622,1693.7952,6,0.007546808,20.75,1,1,2,High,1
1,517,41.6796,784.3124,3,0.10583111699999999,15.1,4,9,0,Medium,1
0,1292,115.2808,117.1808,11,0.018275994,,0,4,0,Small,0
0,221,76.367,765.67,2,0.027064381000000002,10.1,2,8,0,Small,1
1,541,100.3674,1833.6132,11,0.0,,0,5,2,Medium,3
0,338,173.0106,3593.3226,0,0.06063976,16.75,4,9,0,Medium,1
0,496,152.8024,1214.4192,4,0.051847425,9.13,2,8,0,Small,1
0,858,182.195,2380.235,9,0.014518575,8.235,8,3,2,Medium,2
1,111,194.1478,5812.434,7,0.159722816,16.85,1,1,2,High,1
0,574,181.5976,4165.2448,4,0.05911748,,0,5,2,Medium,3
0,644,79.4618,1772.3596,14,0.020555958,17.35,6,6,1,Small,1
0,229,50.5324,207.7296,11,0.17138350600000002,,0,4,0,Small,0
0,1298,159.9604,2218.4456,9,0.090286009,14.5,7,2,1,,1
0,761,153.0998,4921.5936,0,0.061986574,14.5,2,8,0,Small,1
0,103,227.872,1584.604,1,0.160235723,9.395,7,2,1,,1
0,53,248.3408,751.0224,6,0.010032624,7.905,5,7,1,,1
0,744,183.3292,364.8584,7,0.116928924,,0,4,0,Small,0
0,739,121.37299999999999,246.34599999999998,14,0.011835436000000001,,0,4,0,Small,0
0,229,52.5324,1194.4452,11,0.09788471800000001,8.5,2,8,0,Small,1
1,1536,87.7198,1831.6158,0,0.038204311,8.3,6,6,1,Small,1
0,239,84.525,416.125,5,0.014631149,7.975,2,8,0,Small,1
1,690,145.4102,3499.4448,3,0.16004458900000001,13.5,5,7,1,,1
0,772,256.1646,5926.2858,4,0.02930277,,0,5,2,Medium,3
1,807,181.36599999999999,1977.4260000000002,6,0.040351229,5.785,6,6,1,Small,1
0,141,32.09,432.77,1,0.042123243,9.5,7,2,1,,1
0,247,258.0988,8994.958,3,0.08148512599999999,16.75,5,7,1,,1
1,856,158.4288,2985.4472,7,0.149288779,,0,5,2,Medium,3
1,1300,46.006,326.242,13,0.0,17.6,2,8,0,Small,1
1,1460,250.2092,2988.1104,3,0.06656712099999999,18.2,8,3,2,Medium,2
0,113,143.0154,283.6308,1,0.068535039,11.6,3,0,2,,0
0,359,212.0218,2350.9398,6,0.057062185999999994,6.865,8,3,2,Medium,2
0,773,145.976,3515.4240000000004,6,0.027991092999999998,7.275,4,9,0,Medium,1
0,1267,197.511,392.82199999999995,3,0.089901774,18.2,2,8,0,Small,1
0,882,189.1872,1890.872,1,0.0,13.5,6,6,1,Small,1
0,932,36.119,1098.57,1,0.038892859,9.0,1,1,2,High,1
0,478,38.8138,731.0484,0,0.045270425999999996,19.1,1,1,2,High,1
1,1548,260.2936,4175.8976,2,0.020942867,17.85,6,6,1,Small,1
1,791,114.2176,2175.8344,3,0.030693756000000003,10.3,8,3,2,Medium,2
0,1447,145.14700000000002,3006.087,4,0.015162573,6.38,2,8,0,Small,1
1,203,37.0506,986.7156,7,0.0,,0,5,2,Medium,3
0,1430,126.3362,503.3448,9,0.11946118800000001,15.0,3,0,2,,0
0,294,159.2604,2852.2872,5,0.09515808099999999,15.1,2,8,0,Small,1
0,1476,191.6162,1731.7458,4,0.050545502,16.2,8,3,2,Medium,2
0,1444,129.3652,4391.6168,4,0.093405156,5.945,8,3,2,Medium,2
1,1157,224.2772,667.1316,0,0.179191782,11.8,3,0,2,,0
1,872,256.1014,3060.0168,11,0.160951491,19.7,4,9,0,Medium,1
0,259,145.0128,143.8128,0,0.10215795800000001,,0,4,0,Small,0
0,356,211.9244,2117.244,9,0.017791458,19.0,8,3,2,Medium,2
0,626,115.9834,2073.3012,6,0.036997103999999996,12.3,4,9,0,Medium,1
0,619,107.0938,214.3876,1,0.116261335,12.3,3,0,2,,0
0,325,210.4902,5309.755,3,0.12829573,8.1,5,7,1,,1
0,794,216.6166,4136.6154,12,0.069100548,15.85,2,8,0,Small,1
1,1474,161.2578,4171.9028,3,0.035257037000000005,14.85,2,8,0,Small,1
1,524,186.5214,2261.0568,3,0.065633934,19.0,2,8,0,Small,1
0,1553,166.2842,1989.4104,9,0.042743727999999995,5.485,6,6,1,Small,1
0,1221,188.8872,3592.6568,4,0.129309277,19.0,6,6,1,Small,1
1,635,98.441,868.8689999999999,3,0.0,16.1,7,2,1,,1
0,1210,114.286,2376.906,1,0.0,6.135,2,8,0,Small,1
1,1143,168.0474,4379.6324,8,0.156802171,11.6,6,6,1,Small,1
0,1366,101.399,1031.99,11,0.10363403800000001,16.2,4,9,0,Medium,1
0,610,242.3854,2416.854,0,0.045055587,15.6,4,9,0,Medium,1
0,582,159.4604,316.9208,15,0.031199027999999997,10.395,1,1,2,High,1
0,761,154.2998,1691.7978,0,0.062239080999999995,14.5,8,3,2,Medium,2
0,1201,132.2968,1696.4584,4,0.06153089,15.25,7,2,1,,1
1,530,222.9088,5145.3024,3,0.053692878,10.1,5,7,1,,1
0,1518,166.0526,3617.9572,4,0.01545846,12.1,4,9,0,Medium,1
1,316,54.1956,3002.758,6,0.06627464,,0,5,2,Medium,3
1,1217,98.5384,1872.2296,5,0.030274175,8.3,8,3,2,Medium,2
0,1435,154.034,612.536,6,0.015332871999999999,7.315,5,7,1,,1
1,68,172.6764,2920.1988,6,0.10589167,15.6,7,2,1,,1
0,1403,96.641,1544.656,4,0.016910914,,0,5,2,Medium,3
1,692,175.537,3528.74,7,0.128621941,16.2,4,9,0,Medium,1
0,1282,145.6418,3825.6868,4,0.014153743,,0,5,2,Medium,3
0,783,258.5304,6199.9296,7,0.013637046000000002,17.5,2,8,0,Small,1
1,848,155.863,2346.945,0,0.17152392800000002,18.25,8,3,2,Medium,2
0,1216,185.5608,3307.6944,2,0.009950343,,0,5,2,Medium,3
0,1495,54.2298,161.7894,10,0.037160705,,0,4,0,Small,0
0,785,106.52799999999999,1171.808,3,0.148986013,12.1,8,3,2,Medium,2
0,920,91.1804,1929.4884,11,0.078103689,16.25,1,1,2,High,1
0,1032,102.5306,1358.8978,0,0.140121306,7.785,8,3,2,Medium,2
0,1139,118.115,116.515,11,0.040446145,10.1,3,0,2,,0
0,741,119.9124,2014.7108,6,0.093824276,12.35,7,2,1,,1
1,679,60.2536,1163.8184,3,0.018926773,15.7,6,6,1,Small,1
0,1417,79.1328,1235.7248,4,0.021322439,20.35,6,6,1,Small,1
1,1135,200.1742,6171.3002,11,0.05336162,,0,5,2,Medium,3
0,281,147.5392,5219.872,7,0.138777108,,0,5,2,Medium,3
0,321,178.56599999999997,3775.086,10,0.016823566,12.1,6,6,1,Small,1
0,1406,184.1292,2189.1504,2,0.083799283,20.35,2,8,0,Small,1
0,756,127.5336,1789.6704,4,0.048940428,18.1,2,8,0,Small,1
0,1498,33.4874,105.8622,0,0.02429329,12.6,8,3,2,Medium,2
0,204,122.7072,1470.0864,11,0.05082988099999999,7.5,4,9,0,Medium,1
1,394,83.2592,1155.8288,7,0.0,20.5,7,2,1,,1
1,98,37.4822,549.9508,1,0.024994069,16.75,7,2,1,,1
0,698,150.205,149.805,7,0.110152524,17.85,3,0,2,,0
0,1400,85.554,1731.08,5,0.060603014000000004,13.5,5,7,1,,1
0,258,199.0768,3153.2288,3,0.033192524,12.85,1,1,2,High,1
1,594,47.8692,49.2692,0,0.121174241,12.35,3,0,2,,0
0,519,60.6878,363.5268,10,0.046848053,10.1,7,2,1,,1
0,1370,101.9358,1105.8938,9,0.05489331,11.0,1,1,2,High,1
0,425,243.7828,6579.4356,6,0.034868095,14.15,6,6,1,Small,1
0,701,74.8696,223.7088,4,0.070933894,20.6,1,1,2,High,1
0,377,37.2164,579.246,5,0.0821398,5.765,4,9,0,Medium,1
0,1478,36.6532,71.9064,10,0.117580062,8.01,3,0,2,,0
0,491,243.2144,1225.072,3,0.049819857,10.8,5,7,1,,1
0,1154,42.177,735.709,10,0.030877303,15.7,7,2,1,,1
0,1009,91.8146,2371.5796,4,0.06952439099999999,8.6,4,9,0,Medium,1
0,898,55.993,1471.418,9,0.076860103,,0,5,2,Medium,3
0,1033,47.506,1071.938,3,0.121034655,6.36,8,3,2,Medium,2
0,569,100.6674,2648.5524,9,0.092865746,5.32,6,6,1,Small,1
1,230,111.1202,3150.5656,2,0.075753207,,0,5,2,Medium,3
0,1118,244.34599999999998,246.34599999999998,4,0.103188491,,0,4,0,Small,0
1,140,199.3426,3757.1094,7,0.072559351,,0,5,2,Medium,3
0,516,205.2638,3520.0846,13,0.122735471,7.435,1,1,2,High,1
1,1342,251.6408,6008.1792,11,0.09197185599999999,6.615,2,8,0,Small,1
0,1279,247.8118,2964.1416,5,0.056434817000000005,11.3,2,8,0,Small,1
